QKEY,INTERVIEW_START_W146,INTERVIEW_END_W146,DEVICE_TYPE_W146,LANG_W146,FORM_W146,CONVFAM_POL_W146,CONVFAM_JOB_W146,CONVFAM_MDIA_W146,CONVFAM_RLG_W146,CONVFAM_SPRT_W146,CONVFAM_HLTH_W146,CONVFAM_NAT_W146,CONVFAM_LOC_W146,CONVFAM_FAM_W146,CONVFAM_CELEB_W146,CONVFAM_MONEY_W146,CONVFAM_PETS_W146,POL1JB_W146,POL1JBSTR_W146,CAMPNII_W146,PRZCMPGN_W146,MATTERS_W146,VOTEGEN_W146,VOTEGEN3_W146,QUALPRES_TRMP_MF_W146,QUALPRES_TRMP_PHY_W146,QUALPRES_TRMP_ADV_W146,QUALPRES_TRMP_ETH_W146,QUALPRES_TRMP_RSP_W146,QUALPRES_BDN_MF_W146,QUALPRES_BDN_PHY_W146,QUALPRES_BDN_ADV_W146,QUALPRES_BDN_ETH_W146,QUALPRES_BDN_RSP_W146,ELECTFTIGUE_W146,CMFRT_LIST_PRN_W146,CMFRT_LIST_ENG_W146,CMFRT_LIST_PRY_W146,CMFRT_LIST_MDN_W146,GOVSIZE1_W146,GOVT_ROLE_W146,USEXCEPT_W146,REGULATE_W146,ALLIES_W146,DISCRIM_W146,USASOLVE_W146,GOVWASTE_W146,RELIG_GOV_W146,DIVERSEPOP_MOD_W146,POLICY3MOD_W146,PRESGOODTRUMP_W146,PRESGOODBIDEN_W146,OPENIDEN_W146,NECCGOD_W146,BUSPROFIT_W146,GAINS_W146,ACTIVE_W146,GOVNEEDY_W146,MARRFAM_W146,US_ACTIVE_W146,TRANSGEND1_W146,AMDREAM1_W146,AMDREAMPOSS_W146,CONCEDE_W146,IVF_GDBD_W146,RGHTCNTRL_W146,GUNIMPCT_W146,BUSPOWER3_W146,POORASSIST_W146,SUPERPWR_W146,SOCIETY_SSM_W146,SOCIETY_RELG_W146,SOCIETY_LGB_W146,SOCIETY_WHT_W146,SOCIETY_EC_W146,SOCIETY_BC_W146,SOCIETY_THER_W146,SOCIETY_CHILD_W146,SOCIETY_AI_W146,SOCIETY_GUNS_W146,PROBOFF_a_W146,PROBOFF_b_W146,POLINTOL2_REP_W146,POLINTOL2_DEM_W146,ABRTLGL_W146,ABORTION3_W146,ABORTION4_W146,ABRTN_MED_W146,POLIMPT_SFE_W146,POLIMPT_RGHT_W146,POLIMPT_RCL_W146,POLIMPT_RESP_W146,GLBLZE_W146,GLBLZEREV_W146,GLBLZESUM_W146,RACESURV17_W146,CLMSRS1_W146,FIN_SIT_W146,ABRTVIEW_a_W146,ABRTVIEW_b_W146,ABRTVIEW_c_W146,LGLSTATUS_W146,NATLDPRT_W146,LGL_CITIZPRENSHIP_W146,LAWCOST_W146,ECONFAIR_W146,WOMENOBS_W146,GOVAID_W146,SUCCINLIFE_W146,GOODEVIL_W146,CRIMJUST_TGH_W146,MILSAFE_W146,WHADVANT_W146,AMHIST_FAIL_W146,AMHIST_SUCC_W146,GOVTHC_W146,SNGLPYER_W146,NOGOVTHC_W146,SOCSEC_FUT_W146,SOCSEC_RED_W146,SOCSEC_KEEP_W146,DTINDICTHRD_W146,DTINDICTLGL_W146,RPLC_W146,SEEKPOL_W146,SOURCEPOL_W146,AGEATTN1_a_W146,AGEATTN1_b_W146,AGEATTN2_a_W146,AGEATTN2_b_W146,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,HORSE_W146,HORSE_W151,WEIGHT_W146,WEIGHT_W146_W151
202201011254,2024-04-10T14:06:39Z,2024-04-10T14:20:09Z,2,1,1,3,2,3,3,3,2,,,,,,,1,1,,3,2,2,,5,3,5,5,5,3,3,2,3,2,2,1,1,,,,2,1,2,1,1,,,,1,3,4,2,1,1,1,2,,,,3,1,2,,1,,2,,3,,2,3,4,,,3,1,1,,,,1,1,,,2,3,3,,,,,,,1,2,2,2,2,1,3,,2,,2,1,1,2,,,,2,,,3,3,1,2,,,,,4,1,,2,2,3,3,,,1,3,5,2,3,2,1,5,2,,1,2,2,1,6,1,1,1,2,2,,2,3,1,2,3,1,2,1,2,,0.41797477243331027,
202201011316,2024-04-10T08:09:09Z,2024-04-10T08:24:37Z,2,1,2,,,,,,,2,2,2,2,2,2,1,1,3,,2,2,,2,2,3,4,2,3,3,2,2,1,1,,,1,1,2,,2,,,,1,2,1,1,1,4,2,2,,,,2,2,1,,2,,1,1,1,,2,,3,,,,1,3,,,,2,2,5,,,1,1,2,4,,1,1,3,1,1,2,,2,2,1,1,2,,4,2,,1,,,,1,2,2,,1,1,,,,,,2,,2,,,1,2,2,,,2,2,1,4,8,2,2,1,1,6,2,,1,1,1,1,6,9,,3,6,2,,2,4,1,9,4,2,2,3,2,,0.7120669621132212,
202201011402,2024-04-09T21:01:42Z,2024-04-09T21:11:57Z,2,1,2,,,,,,,3,3,1,3,3,2,2,1,1,,1,,,2,3,3,3,2,5,5,5,5,5,1,,,1,1,1,,2,,,,2,1,1,1,3,2,4,2,,,,2,2,1,,1,,1,1,1,,1,,3,,,,3,3,,,,4,3,3,,,3,1,2,1,,2,1,1,1,1,2,,2,3,4,1,5,,3,2,,1,,,,2,2,1,,1,3,,,,,,1,2,,,,3,2,2,,,2,3,1,3,7,2,3,1,1,5,2,,4,1,1,4,1,2,2,2,5,1,,1,1,3,9,2,1,2,3,,,0.8846772140802639,
202201011412,2024-04-09T18:11:46Z,2024-04-09T18:23:43Z,2,1,1,2,1,2,3,3,2,,,,,,,2,2,,1,2,2,,3,2,5,5,5,3,3,3,4,3,2,1,1,,,,1,2,1,1,1,,,,1,1,4,3,1,1,1,2,,,,3,2,3,,1,,2,,2,,1,1,1,,,3,1,1,,,,2,2,,,2,4,3,,,,,,,2,1,2,2,3,2,5,,2,,1,2,1,1,,,,1,,,2,2,1,1,,,,,3,1,,1,2,3,3,,,1,4,9,2,1,1,1,5,1,1,1,3,3,1,6,9,,3,6,2,,2,4,1,8,4,1,2,2,2,2,0.8919609176548875,1.0014975319903416
202201011442,2024-04-10T10:14:40Z,2024-04-10T10:24:45Z,2,1,1,1,2,1,2,1,2,,,,,,,1,1,,1,1,2,,4,4,5,5,5,3,3,2,1,1,1,1,1,,,,1,2,1,1,1,,,,1,1,4,2,1,1,1,2,,,,1,2,2,,1,,2,,2,,1,3,3,,,1,1,1,,,,2,1,,,1,4,3,,,,,,,2,1,1,2,1,2,5,,2,,1,2,1,2,,,,2,,,1,1,1,2,,,,,1,1,,1,2,2,3,,,1,1,2,1,3,1,1,6,2,,1,2,2,1,6,1,2,1,5,2,,2,4,1,9,5,1,1,3,2,,0.07092007306403636,
202201011452,2024-04-09T18:40:38Z,2024-04-09T19:10:12Z,2,1,2,,,,,,,3,2,1,2,2,1,2,1,2,,2,1,,3,3,1,5,1,5,5,5,5,4,2,,,1,2,1,,1,,,,2,1,1,2,1,2,5,2,,,,1,2,1,,1,,1,1,1,,1,,3,,,,4,3,,,,5,2,3,,,3,1,2,4,,1,1,1,1,1,1,,1,3,4,1,4,,5,1,1,,,,,1,2,2,,1,4,,,,,,1,2,,,,1,1,2,,,3,3,1,2,3,2,2,1,1,5,2,,1,1,1,1,1,1,1,1,4,1,,1,1,1,9,2,2,1,3,1,1,0.8859609570211746,0.531733308506512
202201011506,2024-04-13T18:37:55Z,2024-04-13T18:46:59Z,2,1,1,3,2,2,3,1,2,,,,,,,2,1,,3,2,3,1,2,2,2,3,3,5,5,4,4,4,2,2,2,,,,2,2,2,1,2,,,,1,1,2,5,1,2,1,2,,,,1,1,3,,2,,1,,2,,1,3,5,,,5,1,2,,,,1,1,,,3,2,3,,,,,,,1,2,3,4,3,1,1,,2,,2,1,1,1,,,,2,,,2,3,2,,2,,,,4,2,,2,2,3,2,,,2,4,8,3,3,2,3,2,2,,1,1,1,1,1,12,,3,4,1,,1,1,1,6,2,1,2,2,1,,1.0538927806054013,
202201011508,2024-04-09T22:05:59Z,2024-04-09T22:14:47Z,1,1,2,,,,,,,1,2,1,3,3,1,1,1,1,,1,2,,5,3,5,5,5,2,2,1,1,1,1,,,2,1,2,,3,,,,1,2,1,1,1,5,1,1,,,,2,1,2,,2,,1,1,1,,2,,1,,,,3,3,,,,3,2,5,,,1,1,2,2,,1,1,1,1,2,1,,1,1,1,1,3,,5,2,,1,,,,2,2,2,,1,1,,,,,,1,2,,,,2,1,2,,,3,2,1,2,3,2,3,2,1,6,2,,1,1,1,1,1,9,,3,6,2,,2,4,1,9,4,2,2,3,2,2,0.8323363714682794,0.42143915688143735
202201011565,2024-04-09T19:19:05Z,2024-04-09T19:45:35Z,2,1,1,2,2,1,1,1,1,,,,,,,1,1,,2,1,2,,5,5,5,5,5,3,3,3,2,2,1,2,1,,,,1,2,2,2,1,,,,1,3,4,1,1,2,1,2,,,,3,1,3,,2,,2,,2,,1,5,5,,,2,1,2,,,,1,1,,,2,3,3,,,,,,,1,2,1,1,2,2,2,,2,,1,2,1,2,,,,3,,,2,2,1,2,,,,,3,4,,2,4,2,1,,,1,3,5,2,2,2,1,5,2,,1,2,2,1,1,1,1,1,2,2,,2,3,1,2,3,1,1,1,2,2,0.3212662174267755,0.4043838993994756
202201011586,2024-04-10T10:24:27Z,2024-04-10T10:43:54Z,2,1,1,2,3,2,1,3,1,,,,,,,1,1,,2,1,99,2,5,3,5,5,5,2,3,1,1,1,1,1,1,,,,1,2,1,1,1,,,,1,3,5,1,1,1,1,2,,,,2,2,1,,1,,2,,2,,2,3,4,,,2,1,1,,,,1,2,,,1,2,2,,,,,,,1,2,1,1,1,1,5,,2,,2,2,1,2,,,,3,,,1,2,1,99,,,,,1,1,,1,2,3,1,,,1,3,5,1,4,2,1,6,1,3,1,2,3,1,1,1,1,1,5,2,,2,3,1,9,3,1,1,3,2,,0.1562066810322697,
202201011589,2024-04-13T11:08:15Z,2024-04-13T11:32:40Z,2,1,2,,,,,,,3,2,1,2,2,3,1,2,4,,1,2,,3,3,5,5,5,4,3,2,1,1,1,,,1,1,2,,2,,,,2,2,1,1,1,5,3,1,,,,2,1,2,,1,,1,1,1,,2,,1,,,,3,3,,,,3,2,5,,,3,2,4,2,,2,1,2,1,1,1,,1,1,1,1,5,,1,2,,1,,,,2,2,1,,1,1,,,,,,2,,1,,,2,2,2,,,2,3,1,3,5,2,1,1,2,4,2,,1,2,2,1,6,1,1,1,2,3,2,2,3,1,99,3,1,1,99,2,2,1.3154854576093733,1.382341880735825
202201011603,2024-04-10T13:33:27Z,2024-04-10T13:48:35Z,1,1,2,,,,,,,2,2,1,3,2,1,1,2,1,,1,2,,3,3,5,5,5,4,4,3,3,1,2,,,1,1,2,,2,,,,1,2,1,1,2,5,2,1,,,,1,2,1,,2,,1,1,1,,2,,1,,,,1,3,,,,4,1,3,,,1,1,2,4,,1,2,1,1,3,1,,1,2,3,1,2,,5,2,,2,,,,2,2,2,,1,3,,,,,,1,2,,,,1,1,2,,,2,1,1,4,9,2,2,1,1,6,1,1,1,1,3,1,1,10,,3,6,3,2,2,3,1,9,3,1,2,3,2,2,0.646894803866531,0.669919900535401
202201011920,2024-04-09T18:20:22Z,2024-04-09T18:50:27Z,2,1,2,,,,,,,2,2,2,3,2,2,2,2,3,,3,2,,5,5,5,5,5,3,3,3,3,2,2,,,1,2,2,,1,,,,1,1,2,1,1,5,3,1,,,,1,1,2,,1,,1,1,1,,1,,1,,,,2,2,,,,3,2,5,,,4,2,2,3,,2,1,1,1,2,1,,1,1,3,3,99,,3,2,,1,,,,1,2,1,,1,1,,,,,,2,,2,,,2,2,6,,,1,3,2,3,5,1,2,1,3,2,2,,4,2,2,3,3,1,1,1,4,2,,2,4,1,2,4,1,1,1,2,,0.29856991594004467,
202201011921,2024-04-10T07:06:45Z,2024-04-10T07:27:36Z,1,1,1,2,2,1,2,2,2,,,,,,,1,1,,2,1,2,,4,3,4,5,5,1,2,2,2,1,1,2,2,,,,1,2,1,1,2,,,,1,1,5,2,1,2,1,2,,,,2,2,2,,1,,2,,3,,99,3,4,,,1,1,2,,,,3,2,,,2,3,2,,,,,,,2,1,1,1,2,1,3,,2,,1,2,1,2,,,,2,,,3,3,1,1,,,,,3,1,,2,2,1,2,,,1,2,3,2,4,1,1,5,2,,1,2,2,1,1,1,1,1,4,2,,2,3,1,99,3,2,2,99,2,,0.17870688812890168,
202201011946,2024-04-10T10:47:40Z,2024-04-10T11:06:43Z,2,1,1,3,3,1,3,3,3,,,,,,,2,1,,3,2,3,2,3,3,5,4,4,2,4,4,4,4,2,2,1,,,,1,1,1,1,2,,,,3,1,2,2,2,2,2,1,,,,3,1,2,,2,,2,,1,,1,2,2,,,2,2,2,,,,2,3,,,2,3,3,,,,,,,2,1,2,3,2,5,1,,2,,2,2,2,1,,,,2,,,3,2,1,1,,,,,3,4,,1,6,3,1,,,1,3,7,2,2,2,3,2,1,99,1,4,3,1,1,2,2,2,6,2,,2,3,1,1,2,5,2,1,2,2,3.3502498801182496,5.324668649820907
202201012136,2024-04-12T21:59:48Z,2024-04-12T22:26:09Z,1,1,2,,,,,,,3,3,3,3,3,3,1,2,2,,1,2,,5,3,5,5,5,1,2,3,2,2,2,,,2,1,2,,2,,,,1,1,1,1,1,3,2,2,,,,2,1,2,,1,,2,1,3,,1,,1,,,,3,3,,,,2,99,3,,,2,2,1,3,,3,1,1,1,1,1,,1,3,1,2,1,,2,2,,1,,,,2,2,1,,1,1,,,,,,2,,2,,,1,2,6,,,1,2,1,3,5,1,4,1,3,2,2,,1,2,2,1,1,1,1,1,3,2,,2,3,1,7,3,2,2,2,2,2,0.6458527711964148,0.9403986038098712
202201012142,2024-04-09T21:43:42Z,2024-04-11T23:16:34Z,1,1,1,1,1,1,1,1,1,,,,,,,1,1,,2,1,2,,5,4,5,5,5,2,3,2,2,1,2,1,2,,,,1,2,1,1,1,,,,1,1,4,2,2,1,1,2,,,,3,2,1,,1,,2,,3,,2,3,3,,,2,1,1,,,,2,1,,,2,1,2,,,,,,,1,2,1,1,2,1,3,,2,,2,2,1,2,,,,1,,,1,1,1,2,,,,,3,1,,2,2,1,2,,,1,2,3,2,4,2,1,6,2,,1,2,2,1,3,1,1,1,3,3,2,2,3,1,8,3,1,2,3,2,2,0.1691664419949266,0.2552065742113728
202201012155,2024-04-09T18:51:59Z,2024-04-09T19:20:12Z,2,1,1,2,2,2,3,1,2,,,,,,,2,1,,4,1,,,5,5,5,4,5,4,4,4,4,4,1,2,2,,,,1,1,1,1,1,,,,1,2,5,3,1,1,2,1,,,,2,1,3,,1,,2,,3,,2,2,2,,,2,2,2,,,,2,2,,,3,2,99,,,,,,,2,1,3,4,3,3,4,,1,2,,2,2,2,,,,1,,,4,4,2,,1,,,,2,4,,1,3,3,3,,,1,3,5,2,3,2,3,2,2,,99,2,2,3,6,1,99,1,4,4,99,9,9,3,1,2,4,2,1,,,1.7253922097644636,1.273448126051207
202201012167,2024-04-09T21:08:11Z,2024-04-09T21:46:48Z,2,1,2,,,,,,,1,2,1,2,2,3,2,2,3,,3,,1,3,3,3,4,3,4,5,5,3,4,1,,,1,1,1,,3,,,,2,1,2,3,1,3,4,2,,,,2,1,2,,1,,2,1,1,,1,,1,,,,3,5,,,,4,4,3,,,2,1,1,2,,1,1,2,1,1,2,,2,1,2,3,1,,3,2,,2,,,,2,2,1,,3,1,,,,,,2,,2,,,3,2,2,,,3,2,1,2,3,1,3,2,3,2,2,,1,2,2,1,6,12,,3,5,2,,2,3,3,1,3,2,2,1,,,0.6669791203464372,0.8203069608411245
202201012196,2024-04-09T21:12:24Z,2024-04-09T21:42:19Z,2,1,2,,,,,,,1,2,1,1,3,1,1,1,2,,1,2,,4,3,5,5,4,3,3,2,2,1,2,,,1,1,2,,1,,,,1,2,1,1,1,5,2,1,,,,1,1,2,,2,,2,1,1,,2,,1,,,,1,3,,,,3,2,5,,,1,1,2,3,,1,1,2,2,2,1,,1,2,2,1,2,,5,2,,1,,,,2,2,2,,1,1,,,,,,2,,2,,,1,2,2,,,2,2,1,1,2,2,2,2,1,6,2,,1,1,1,1,1,2,2,2,6,2,,2,4,1,9,4,1,1,3,2,2,0.6577476736466246,0.35602466212471406
202201012386,2024-04-10T07:23:51Z,2024-04-10T07:39:09Z,2,1,2,,,,,,,2,1,1,2,2,1,1,1,3,,3,3,2,5,5,4,5,5,5,5,3,3,2,2,,,1,1,2,,3,,,,2,1,2,1,3,4,3,1,,,,2,1,2,,2,,1,2,1,,2,,1,,,,2,4,,,,2,4,4,,,1,1,1,2,,1,1,1,1,1,99,,99,1,2,3,3,,3,2,,1,,,,2,1,2,,3,1,,,,,,2,,1,,,1,2,3,,,3,1,1,3,7,1,2,2,2,4,2,,1,2,2,1,6,12,,3,5,4,1,1,2,1,1,3,1,1,1,2,,0.15368120807448454,
202201012472,2024-04-09T20:06:24Z,2024-04-09T20:24:17Z,2,1,1,2,99,99,1,99,1,,,,,,,2,1,,3,4,3,2,3,3,3,3,3,5,5,4,4,4,2,1,1,,,,1,1,1,99,1,,,,1,3,3,3,2,2,1,2,,,,2,1,3,,1,,1,,2,,1,4,3,,,3,3,1,,,,1,1,,,2,3,2,,,,,,,1,2,1,2,4,1,1,,2,,2,2,1,2,,,,3,,,1,3,1,2,,,,,3,1,,2,4,2,1,,,1,3,5,1,2,2,3,2,2,,1,2,2,1,1,6,,4,6,2,,2,3,1,1,3,1,2,1,2,2,0.21133081776463675,0.3545235925999646
202201012473,2024-04-10T14:46:43Z,2024-04-10T15:03:19Z,2,1,1,3,1,1,3,1,2,,,,,,,1,1,,1,1,2,,5,4,5,5,5,2,3,2,1,1,1,2,2,,,,1,2,1,1,1,,,,1,1,5,2,1,1,1,2,,,,1,1,1,,1,,2,,2,,1,3,4,,,2,2,1,,,,2,1,,,2,4,3,,,,,,,1,2,2,2,2,2,5,,2,,2,2,1,1,,,,2,,,3,3,1,1,,,,,1,1,,1,2,2,3,,,1,4,9,2,4,1,2,3,2,,1,1,1,1,3,1,2,1,6,2,,2,3,1,4,3,1,1,2,2,,0.2670389555502274,
202201012546,2024-04-12T11:45:07Z,2024-04-12T11:58:30Z,2,1,2,,,,,,,2,3,2,3,2,3,2,1,4,,4,,,3,3,5,5,5,5,5,5,5,5,2,,,1,1,2,,3,,,,2,1,2,3,1,3,5,1,,,,2,1,1,,1,,2,3,2,,1,,1,,,,5,4,,,,5,5,4,,,2,4,3,4,,3,1,2,1,2,1,,1,1,3,2,5,,5,2,,2,,,,2,2,1,,3,2,,,,,,2,,1,,,1,2,6,,,3,3,1,1,2,1,1,2,2,3,2,,1,2,2,1,6,6,,4,5,4,1,1,1,3,1,2,1,2,1,,,2.661038536867115,1.8920823438867924
202201012626,2024-04-13T12:58:17Z,2024-04-13T13:17:53Z,2,1,2,,,,,,,2,1,1,2,1,3,2,1,4,,1,3,2,3,3,3,3,3,2,3,3,4,4,1,,,1,1,2,,2,,,,2,1,2,3,3,2,3,2,,,,2,1,1,,1,,2,1,1,,1,,1,,,,4,3,,,,2,3,3,,,2,2,2,3,,3,1,3,1,4,2,,2,1,1,4,2,,1,1,1,,,,,2,2,1,,1,1,,,,,,2,,1,,,1,2,6,,,1,1,1,3,6,3,3,2,2,3,2,,1,2,2,1,6,1,2,1,3,4,2,2,3,1,1,3,1,2,1,2,2,0.5624333719512971,0.47427466523012546
202201012643,2024-04-10T12:44:46Z,2024-04-10T13:01:44Z,1,1,2,,,,,,,1,2,1,2,2,3,1,1,1,,1,2,,5,4,5,5,5,2,3,1,1,1,2,,,1,1,2,,1,,,,1,2,1,2,1,5,1,2,,,,1,2,2,,2,,1,1,1,,2,,1,,,,4,4,,,,2,2,5,,,1,2,2,2,,3,1,2,1,1,2,,2,2,1,1,1,,5,2,,1,,,,2,2,1,,1,2,,,,,,2,,1,,,2,1,2,,,3,2,1,4,9,2,4,1,1,5,2,,1,1,1,1,2,1,1,1,6,2,,2,3,1,6,3,2,1,2,2,,0.8572883904115035,
202201012660,2024-04-13T11:34:06Z,2024-04-13T11:49:47Z,2,1,2,,,,,,,2,3,1,3,2,1,1,2,3,,2,,1,3,3,4,4,4,3,4,3,3,3,1,,,1,1,2,,2,,,,1,2,1,2,1,2,2,2,,,,1,2,2,,1,,2,1,1,,2,,3,,,,3,3,,,,3,4,4,,,2,2,3,3,,1,1,2,1,1,1,,1,2,1,3,3,,2,2,,2,,,,2,2,1,,1,2,,,,,,2,,1,,,4,2,6,,,2,1,2,2,4,3,2,2,2,3,1,8,1,1,3,1,1,12,,3,6,2,,2,3,3,4,3,1,2,2,,,0.5444049522747684,
202201012691,2024-04-09T18:12:03Z,2024-04-09T18:22:10Z,2,1,2,,,,,,,1,1,99,1,1,1,2,1,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,,,1,2,2,,3,,,,2,1,2,2,1,4,4,1,,,,2,2,1,,1,,3,1,1,,1,,1,,,,1,1,,,,1,1,1,,,1,4,2,4,,2,1,1,1,1,1,,1,1,1,2,1,,1,2,,2,,,,1,1,1,,2,2,,,,,,2,,1,,,3,1,3,,,3,1,1,3,5,2,2,2,3,2,2,,1,2,2,1,2,12,,3,6,1,,1,2,3,2,5,1,2,1,,,0.5853226058575407,0.642140855799459
202201012787,2024-04-10T21:29:45Z,2024-04-10T21:43:18Z,2,1,2,,,,,,,1,1,1,2,1,1,1,1,2,,1,2,,5,4,5,5,5,2,2,1,2,1,2,,,1,1,2,,2,,,,2,1,1,1,1,5,2,1,,,,1,1,2,,2,,1,1,1,,2,,3,,,,1,3,,,,4,2,5,,,1,2,2,3,,1,2,2,1,3,1,,1,1,1,3,2,,3,2,,2,,,,2,2,2,,1,1,,,,,,2,,2,,,4,1,2,,,3,1,1,2,3,2,4,1,2,3,2,,1,2,2,1,1,1,2,1,5,2,,2,3,1,6,3,1,1,2,2,,0.07092007306403636,
202201012843,2024-04-09T18:08:00Z,2024-04-09T18:21:58Z,2,1,1,1,1,2,2,2,1,,,,,,,2,1,,1,1,2,,4,4,4,5,4,3,3,3,3,3,1,2,1,,,,1,3,1,1,1,,,,1,1,2,3,1,2,2,2,,,,1,1,2,,1,,2,,3,,2,4,5,,,1,1,1,,,,1,1,,,4,3,1,,,,,,,1,2,1,1,3,3,1,,2,,2,2,1,1,,,,2,,,1,1,2,,2,,,,1,1,,1,2,3,3,,,1,3,5,1,3,1,3,2,2,,1,2,2,1,6,1,2,1,5,2,,2,3,1,9,3,1,2,3,2,2,0.2999959761789656,0.8173350598332793
202201012853,2024-04-09T18:31:21Z,2024-04-09T18:47:39Z,2,1,1,2,2,3,1,3,3,,,,,,,2,1,,2,2,1,,1,1,2,2,1,5,5,5,5,5,2,2,2,,,,2,1,2,2,2,,,,3,3,1,5,2,1,1,1,,,,2,1,1,,1,,1,,2,,1,5,5,,,5,3,3,,,,1,2,,,4,4,1,,,,,,,1,2,4,5,2,3,1,,2,,2,1,1,1,,,,2,,,1,1,2,,1,,,,3,3,,1,2,3,2,,,1,2,3,1,4,2,1,6,2,,1,1,1,1,3,1,1,1,1,1,,1,1,1,1,1,2,1,1,1,,0.7304304500149028,
202201012870,2024-04-11T21:30:39Z,2024-04-11T21:42:18Z,2,1,2,,,,,,,2,2,2,2,2,3,99,,4,,4,99,2,4,4,4,3,3,3,4,3,4,4,2,,,1,1,2,,2,,,,2,1,2,3,3,5,3,2,,,,2,1,2,,2,,1,1,1,,2,,2,,,,3,3,,,,3,3,4,,,3,3,2,1,,1,1,2,1,1,1,,1,1,3,2,1,,1,2,,2,,,,2,2,1,,1,1,,,,,,1,2,,,,1,2,6,,,2,2,1,3,6,2,2,2,2,3,2,,1,2,2,1,6,1,1,1,2,4,2,2,3,1,1,3,1,2,1,2,,0.17526777341817298,
202201012974,2024-04-09T20:51:49Z,2024-04-09T20:58:38Z,2,1,1,1,1,1,2,1,2,,,,,,,2,1,,1,2,2,,5,4,5,5,5,4,5,4,4,4,1,1,1,,,,1,3,1,1,1,,,,1,1,5,4,1,1,1,2,,,,3,2,3,,1,,2,,2,,2,2,2,,,1,1,1,,,,2,2,,,2,2,2,,,,,,,2,1,1,1,2,1,5,,2,,1,2,1,2,,,,1,,,1,1,1,1,,,,,2,1,,1,4,3,3,,,1,3,7,1,2,1,1,6,2,,1,3,5,1,1,6,,4,3,2,,2,4,1,9,5,1,1,3,2,2,0.32895482136867404,0.20248344906193685
202201013001,2024-04-09T20:02:01Z,2024-04-09T20:15:49Z,2,1,2,,,,,,,3,2,2,3,2,3,2,2,2,,1,3,2,3,3,4,4,3,4,3,4,3,3,1,,,1,2,1,,2,,,,1,2,1,1,1,3,3,1,,,,2,1,2,,1,,1,1,3,,2,,3,,,,4,3,,,,2,4,5,,,3,2,4,4,,2,1,1,1,1,2,,2,1,1,2,4,,1,1,1,,,,,1,2,1,,1,3,,,,,,2,,2,,,1,2,2,,,2,3,1,3,5,1,4,1,1,5,2,,1,2,2,1,1,2,1,2,2,2,,2,3,1,4,2,2,2,2,2,,0.1861530254707949,
202201013021,2024-04-10T22:04:00Z,2024-04-10T22:20:33Z,2,1,1,1,2,1,2,3,2,,,,,,,2,1,,1,1,1,,1,1,1,1,1,5,5,5,5,5,1,2,1,,,,2,3,2,1,1,,,,3,1,1,5,1,2,2,1,,,,5,1,3,,2,,2,,2,,2,5,5,,,1,1,1,,,,1,2,,,3,4,1,,,,,,,1,2,1,1,2,5,3,,1,1,,2,1,1,,,,3,,,3,3,1,1,,,,,2,2,,1,2,1,3,,,1,2,3,1,2,1,1,6,2,,1,2,2,1,6,1,2,1,4,1,,1,1,1,4,2,1,2,2,1,,0.25853403173826595,
202201013154,2024-04-09T21:29:45Z,2024-04-09T21:40:15Z,2,1,1,3,2,2,2,2,2,,,,,,,2,2,,2,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,2,,,,2,2,1,1,2,,,,1,1,1,1,2,2,1,2,,,,1,2,1,,2,,2,,1,,1,3,4,,,5,4,4,,,,1,2,,,4,3,2,,,,,,,1,2,2,4,3,1,1,,2,,2,2,1,2,,,,2,,,1,3,1,2,,,,,3,2,,1,2,2,1,,,2,3,6,3,2,2,3,2,2,,1,2,2,1,1,1,1,1,5,4,1,1,2,1,1,5,3,2,1,1,,0.46222956013975225,
202201013246,2024-04-10T09:38:37Z,2024-04-13T02:41:33Z,2,1,2,,,,,,,1,1,2,2,1,3,1,2,3,,2,,,2,2,2,2,2,2,2,2,2,2,1,,,1,1,2,,2,,,,1,2,2,1,1,2,3,1,,,,1,2,1,,1,,2,1,1,,1,,3,,,,4,5,,,,5,4,5,,,1,2,2,1,,1,2,3,1,2,2,,2,1,1,4,1,,1,2,,1,,,,2,1,1,,1,1,,,,,,2,,1,,,3,2,2,,,2,2,1,3,5,2,2,2,2,3,2,,2,2,2,4,1,1,1,1,2,2,,2,3,3,1,2,1,1,1,,,0.797654139513513,1.6208724304502522
